	reg	node1	node2	std	corr	std_null	zscore	T	T_null	T_zscore	Tn	Tn_null	Tn_zscore	MI_XY	MIC
32	GFI1B	ERG	GATA2	0.4742568474199549	-0.8223833481778773	0.16	5.085617884067986	0.8989463222042807	0.26	5.966903078967752	0.9735888504957768	0.36	3.8988392869350816	0.5996530195057606	0.746819347053957
33	HOXB8	HOXA5	HOXA7	0.5760727711662001	-0.6342446786634939	0.22	4.549620362613828	1.1495367302126613	0.36	5.684137670087041	1.47795654758791	0.53	4.8930806090938725	1.8609758068304747	1.8260984784683614
34	HOXB3	HOXA3	POU4F1	0.6534265879651054	-0.9861031392848255	0.2	6.578593819415454	1.0653844349573693	0.31	6.5993315134933646	0.8022798530904263	0.46	1.9733767328875043	0.7283406409673918	1.189222577390065
35	HOXB6	HOXA9	NR5A1	0.6048170155367911	-0.9169080003664531	0.19	6.241928377073192	0.7653826868234825	0.31	4.086990868386595	0.8085862450396526	0.46	2.0451198729517954	0.6747336819505865	1.3470731386638373
36	HOXB6	HOXA3	POU4F1	0.6062400456848466	-0.9200048917117294	0.2	5.796446339513345	0.8769045219708334	0.32	4.710019863139315	0.8699040502483717	0.48	1.8831396760799426	0.7283406409673918	1.1442493094256858
37	HOXB6	HOXA9	HOXB3	0.6171380369129912	-0.8023693863153881	0.22	4.902497310874387	0.8868248441339275	0.36	3.6647985639491334	0.7933592195424497	0.54	1.0663279758106663	1.2235824355350071	1.1265957176012926
38	HOXA2	HOXB7	LMX1B	0.6084155323106258	0.9097907965386265	0.19	6.795430991201972	0.7428166640603395	0.3	4.395428227344713	0.9697406428833251	0.44	3.2631173973388647	0.781411970792278	0.9057870661530312
39	HOXB6	HOXA9	POU4F1	0.6541901182575659	-0.8589687691926936	0.2	6.065402895774985	0.9156010373600938	0.33	4.3255301799160595	0.8569835314848868	0.49	1.8974567120905796	0.8175495910642465	1.3031120276784525
40	HOXB6	HOXA2	HOXA3	0.611245291176388	-0.9391905067300913	0.23	4.595882540070673	0.9447005624229683	0.36	4.141481408842133	0.9183013366936059	0.53	1.8192954575503137	1.5056626912421414	1.3492467825540504
41	HOXB3	HOXB7	HOXB8	0.6207822802603771	0.8612055558161422	0.21	5.354866498450513	0.9473223489598163	0.34	4.924140119957888	1.2599736616459083	0.49	3.896274587553956	1.1393830357360941	0.8877356493679991
42	HOXB3	HOXA3	IRX1	0.6114776813971821	-0.8717149195580312	0.2	5.754963067526076	1.141316918008276	0.33	6.171073949070564	1.0048410328009076	0.49	2.590686650808126	0.8384408307173619	1.2503514827551903
43	MEIS1	HOXA5	HOXB6	0.6924739774051943	0.06583439884870475	0.22	5.84907593711642	0.8681190229423432	0.35	3.770725994914609	1.475631206387451	0.51	4.164006679161012	1.0846988693491038	1.3623984858448304
44	HOXB3	HOXA5	HOXA9	0.7273394632541378	-0.7909324800827622	0.23	5.822428155373495	1.152388578651104	0.38	5.43925191909497	1.1039805159587894	0.54	2.530365039648598	1.672149380476653	1.4791677774126346
45	HOXA1	HOXA5	HOXA9	0.584962420585859	-0.4723653900319947	0.22	4.072609361980297	0.9576631752483256	0.36	3.7825474975570152	1.0972294356125492	0.54	2.076724394399035	1.672149380476653	1.4472369076894638
46	HOXB7	HOXB1	LMX1B	0.5237478888821597	0.9160402457426994	0.17	5.524705529152314	0.8765254046603034	0.27	5.886774514634153	0.6647367295193591	0.4	1.5389650937369364	0.5169327661008012	0.5770378123989688
47	HOXB7	HOXA5	HOXB2	0.5630487458310447	-0.8851319353996998	0.21	4.231476205852452	1.0702580159601336	0.33	5.113012686554003	1.001934049671445	0.48	2.4161993095813923	1.1109621560836977	1.353707798094065
48	RELA	EGR3	GLIS3	0.15977392425573905	0.14013178479351446	0.19	0.45721551260664023	0.21070895439358117	0.29	0.7584066521018191	0.3748370832612258	0.43	0.29248143819831574	0.5117042976974702	1.3842400933385695
49	HOXB3	HOXA3	HOXA5	0.6545815524028897	-0.8021416927677589	0.23	5.2227423857368525	1.2621677123079795	0.37	6.502271936523134	1.2418550559859787	0.55	3.252647910077231	1.9948770187157097	1.6293466862789345
50	HOXB3	HOXA2	SIX3	0.5776787491009577	-0.8865710795642976	0.19	5.308305884754068	0.7794865007882968	0.32	3.8449339500804354	1.1145361176833246	0.45	3.5450871620600792	0.7442532937157531	0.9781425860566144
51	HOXB6	MEIS1	NR5A1	0.540322644132595	-0.9358345627368665	0.2	4.630383719621507	0.6859661826998773	0.32	2.9450536096208646	0.7150584504727782	0.47	1.1742464405707649	0.7543800211077434	1.3179684532869662
52	HOXB6	HOXA9	HOXB2	0.5679645165912772	-0.9028900284103176	0.19	5.980694294662163	0.7484409270668377	0.31	4.074032406529357	0.7005188259472792	0.46	1.4836119364233944	1.251320279051157	1.178980402366539
53	HOXA3	HOXA9	MEIS1	0.6149040548160573	-0.7941772653209251	0.23	4.347565747289708	1.036138128071598	0.37	4.3590710480486194	1.3456792947441514	0.53	3.6764383326696977	1.2366871259179142	0.9363516388033539
54	HOXB6	HOXA1	HOXA3	0.4823665340924768	-0.8317215803601408	0.21	3.603197482619532	0.6110330141704607	0.34	2.03921580123842	0.9800085165143733	0.49	2.4942950626636797	0.9329905568944632	1.0562062488616104
55	HOXB3	HOXA3	SIX3	0.6012911396032803	-0.9498557463414182	0.21	5.334254208213753	0.9706010649717508	0.33	5.348218126401738	0.7656315373710338	0.46	1.6168416721768986	0.7535791228065642	0.8863930367588417
56	MEIS1	POU4F1	SIX3	0.6813110684403648	-0.9337192157273979	0.19	7.51800980634142	1.164998694231682	0.31	7.833252560143513	0.8238055027459645	0.45	2.0374033055202356	0.7855838295414768	0.958597423837316
57	MEIS1	POU4F1	UNCX	0.5432938104559506	-0.905861070863692	0.18	5.125719593170047	0.8051757718804493	0.29	4.4989740691759375	0.8123812684242475	0.41	2.219250798496253	0.7139713742262637	0.9893967674717756
58	HOXB6	HOXA1	HOXA9	0.6298999274941197	-0.7910790200523725	0.2	6.656334081509799	0.8674890627054659	0.32	4.814202112649883	1.2467666486029998	0.47	4.051527204913533	0.8362932709489455	1.1247950371975537
59	MEOX2	MEIS1	PBX1	0.39799021620268044	0.5255445167214341	0.18	3.373639767288716	0.6214986428747529	0.29	3.172443668047425	1.0641580596425548	0.43	3.6794344892991884	0.7428891369113786	1.447448063373455
60	HOXB6	HOXA5	HOXB2	0.5932784591956188	-0.8680647488876316	0.19	5.1428754276724575	0.8224268576340585	0.31	3.7941270026518215	0.7959075942272991	0.43	1.921092321499192	1.1109621560836977	1.0285345321058235
61	HOXB6	HOXA7	IRX1	0.535679200108088	-0.7326705078093352	0.2	4.761157370959012	0.7420583660302504	0.32	3.4714650305506134	1.019572714131689	0.48	2.683754757980852	0.663911808408622	1.1458294973120755
62	HOXA1	HOXA3	HOXA5	0.6602120611000948	-0.24476336483997835	0.22	5.8005868255032516	0.9079708059912401	0.35	4.654093298854668	1.4120665081106787	0.51	4.373300800948498	1.9948770187157097	1.650338169281508
63	HOXB6	HOXA7	NR5A1	0.4868502548430352	-0.9470842561498078	0.18	4.588325274945928	0.7559378266601844	0.29	3.9394777932853717	0.6439660446603312	0.42	1.2211498767183966	0.5206223773560477	1.2385265571620194
64	HOXB5	HOXA13	HOXB8	0.7467991076933711	0.9246031953769308	0.19	8.696695525851606	0.9155474088240299	0.31	5.553362599123825	1.159277033382728	0.45	4.00265313140279	0.8318783885796628	0.8873626708256972
65	HOXB6	HOXB3	NR5A1	0.4557973353599865	-0.9716923954911421	0.18	4.070526902599676	0.6191427449529452	0.3	2.632883529123837	0.47663629612787517	0.44	0.19629191823556152	0.642391020419677	1.090119793240674
66	HOXB8	HOXA9	MEIS1	0.455047185600554	-0.7352380854555057	0.23	2.7807043740025	0.8766375806492406	0.36	3.842265218227033	1.0287390191631287	0.53	2.4226260543877682	1.2366871259179142	1.5534858231843747
67	HOXB2	HOXB7	HOXB8	0.7694183823492516	0.902846551215629	0.22	7.531651270720279	1.047947168446602	0.36	5.276971860165769	1.4142290203331127	0.54	4.179962809230289	1.1393830357360941	0.8770063636152066
68	PBX3	HOXA7	HOXA9	0.6243970991044868	-0.8165421036947974	0.21	5.812088750600972	1.2178949306457723	0.33	7.569111068162483	1.2608305616225088	0.5	3.692148865275997	1.6973743091331053	1.3508544559332178
69	RELA	EGR1	GLIS3	0.18936835815512693	-0.2800185607232656	0.18	0.16330569311337928	0.30711528849492153	0.28	0.2873487344821724	0.5597608760336397	0.42	0.9282291528901813	0.4644902816996659	1.2475946352708598
70	HOXA5	HOXB7	HOXB8	0.7395758537563687	0.8998305325054965	0.2	6.771904043636479	1.0728060771053218	0.32	5.2768617495278995	1.3141519107306534	0.47	3.617741743632835	1.1393830357360941	1.1110650361128278
71	HOXA5	HOXA13	HOXB8	0.7618290286652033	0.9487835189964926	0.17	9.936996028070709	1.1348229865485269	0.28	7.977210244279595	0.8843108337660244	0.41	3.0231911443976482	0.8318783885796628	0.9171095926685013
72	HOXA1	HOXA5	HOXA7	0.6021541864185811	-0.2729798093511457	0.23	4.132321662068622	0.8602936447607654	0.38	3.187624161760701	1.4185419856101045	0.54	3.643465665727786	1.8609758068304747	1.520782367153838
73	HOXB5	HOXA2	HOXA9	0.6321787396626779	-0.8338107731821565	0.22	5.87344667231372	1.115719885635183	0.36	5.914800494279431	0.8780480130098685	0.53	1.7221363661331437	1.3086736188557535	1.3869327724329295
74	PBX3	HOXA5	POU4F1	0.6064657449718811	-0.8343199642684477	0.2	6.77535928985731	0.9591413734793794	0.32	6.433977605246042	1.098159977480794	0.47	3.65796333075345	0.9031063595836186	1.244761043794782
75	HOXB8	HOXA13	IRX5	0.4736687930899436	0.6456042834387635	0.2	3.941651169135033	0.644974262653758	0.32	2.6186811368945198	1.255819068023584	0.48	3.895704398907206	0.6956455828526389	1.0322656902975287
76	RELA	GLIS3	NKX3-1	0.25481786413802987	0.015093730125585887	0.19	0.8979968267795736	0.3463385130864185	0.3	0.40572239782228703	0.5889712372370739	0.44	0.8290849821552683	0.5326973580268999	1.3120771996151261
77	HOXB5	HOXA9	MEIS1	0.6334086960220592	-0.7127061899395505	0.22	4.59842460817616	1.0078610829595493	0.36	4.243095418790807	0.9548400971364703	0.53	1.7594125928358781	1.2366871259179142	1.408060980875613
78	MEIS1	TEAD1	UNCX	0.43039878905978485	-0.9251046926022384	0.19	3.552155026647391	0.5708656180513665	0.29	2.5302597101586444	0.7195517629377495	0.45	1.3957650369994445	0.44038018388968725	0.8122589373601028
79	HOXB8	HOXA13	LMX1B	0.6399678466204143	0.8048074579489519	0.18	6.987054500152558	0.7967250942652921	0.28	4.5237608663125695	1.4327271544882363	0.42	5.533458581414572	0.6732686347919516	0.7265063345323282
80	HOXB6	HOXA3	MEIS1	0.5372812533880107	-0.8887289847109827	0.2	4.655803338191857	0.733860210538114	0.32	3.3151648068005644	0.6663448653738033	0.48	0.9021249189443202	1.167063738155833	1.2336700694909335
81	HOXB3	GATA2	HOXA3	0.39567865274261604	-0.9178271589407859	0.18	3.344836179538992	0.667024172622109	0.29	3.5208475917386095	0.48417388023403696	0.43	0.3054401877659658	0.4373263474159863	0.9175379503808148
82	PBX3	HOXA5	HOXA9	0.7023550112995278	-0.8779035324133716	0.23	5.814114597395768	1.2034943008445407	0.37	6.027809190094659	0.8196302235238333	0.53	1.3148356094122626	1.672149380476653	1.3679710290488845
83	HOXB7	HES4	HOXA13	0.502248416628058	0.80524916831533	0.17	5.772309681308023	0.7014592761583851	0.26	4.617181406068119	1.1892493694179844	0.39	5.041995351421609	0.4831362161306334	0.8118825736893203
84	HOXB7	HOXA13	IRX5	0.6232043410612377	0.7637021132601001	0.19	7.82894173823901	0.91398387552867	0.31	6.795318050665128	1.5697747160826987	0.45	7.396020391385497	0.6956455828526389	1.0170021414183963
85	HOXB8	IRX5	LMX1B	0.5522837867377626	0.847840978964231	0.18	5.645758635444862	0.7880354006088144	0.29	4.26366202528879	1.0885462225118188	0.41	3.6530843559626196	0.5865104609174354	0.8345443612336747
86	HOXB6	HOXA5	IRX1	0.5962313973087754	-0.7971874662248649	0.2	5.565962224976341	0.7503600850482439	0.32	3.657909921256193	1.1066786492012612	0.46	3.628387896436673	0.8631732908431653	1.2803645693779129
87	HOXB6	HOXA3	HOXB3	0.4905194811052075	-0.7472403807708141	0.2	3.8773472924908545	0.8571884438579316	0.32	4.323039276220646	0.6721069935465716	0.46	1.0674455186455216	1.2422670674402707	1.0346376975787837
88	HOXB3	MEIS1	POU4F1	0.6759226484852822	-0.8385877317282566	0.2	6.317660316478604	0.9722975748413332	0.33	5.010527064293605	1.3850539661431123	0.48	4.7314251170537425	0.9508646327119288	1.2259803218944758
89	HOXA3	MEIS1	POU4F1	0.5929466571969008	-0.8253477231882935	0.21	5.515772331623267	1.1212517217182763	0.34	6.708991983610003	1.1206431504407544	0.49	3.1371254195388247	0.9508646327119288	1.2643941738578026
90	HOXB6	HOXA7	HOXB2	0.4834691710933322	-0.8145420484792095	0.19	4.394493810222249	0.7048199944733533	0.31	3.4785046750562465	0.6203009247559388	0.47	0.838737008517446	0.9899734586333682	0.939593835104255
91	HOXB5	HOXA9	POU4F1	0.610020546428188	-0.9224467677159297	0.2	6.511337825310239	0.8987020458844801	0.32	5.145117992736296	0.7203213491478948	0.48	1.3778744357665484	0.8175495910642465	1.3710738935044193
92	RELA	GLIS3	JUN	0.12828357269111487	0.07938563836777807	0.17	0.6596045843355919	0.15914513440173272	0.27	1.0067923711322582	0.312800804841451	0.41	0.5496653741172967	0.38564137045467417	1.1234380308490768
93	HOXB3	HOXA2	POU4F1	0.6185079099611229	-0.890056239157744	0.19	6.0176213402756975	0.8732191108781977	0.3	4.960740344299865	1.1605162625264	0.43	3.8286987711848366	0.6832515304498843	1.2420512860018413
94	HOXA7	IRX1	SIX3	0.5692814226416479	-0.785541011471128	0.2	4.763530023533152	0.6807713669115694	0.32	2.890336764339888	1.3581804782203566	0.47	4.487263717493608	0.7181013679715882	0.952064187051056
95	HOXB3	HOXA3	HOXA9	0.7723067415702778	-0.788378609876605	0.22	7.040662026612367	1.3548186126368376	0.35	7.62829180793128	1.0966976048293935	0.52	2.7392038676201365	1.7839834664231455	1.4785652896475798
96	IRX5	HOXB7	HOXB8	0.6564666585879277	0.9990215736421286	0.21	6.424364945897154	1.0233711132674972	0.34	5.587567051502421	0.6459237453111588	0.49	0.7993208441200332	1.1393830357360941	1.3747032574019467
97	HOXB5	HOXA3	HOXA9	0.64728352717867	-0.8985463413820118	0.22	5.149479906475573	1.0864198965886664	0.35	5.326967676554942	0.9309350261979139	0.51	1.9167576462169351	1.7839834664231455	1.5648994186803695
98	MEIS1	MEF2C	UNCX	0.4548340903270543	-0.661304948211892	0.18	5.118263411793013	0.6835099153748521	0.28	4.673879119985323	0.7543978148583106	0.42	2.2646457222276966	0.5784057988421654	0.6838009304987751
99	HOXA3	HOXA9	POU4F1	0.5721777868083824	-0.6352959636072142	0.21	4.5342179417431545	1.0710509885554327	0.34	5.1119928402053425	1.4204899241723172	0.49	4.580909266197437	0.8175495910642465	0.8605602415137095
100	HOXB8	HOXA3	HOXA7	0.47443997619201633	-0.7066958583874534	0.21	3.6947029949197883	0.949824677708784	0.33	5.093378902987955	1.211748635746095	0.46	3.9909655233706913	1.7211910670755732	1.718618306177174
101	HOXB7	HOXB1	IRX5	0.40329446199577484	0.9909244211070459	0.16	4.487918586057912	0.5726012103166072	0.26	3.424157021860754	0.4718252948941819	0.37	0.6574617509469647	0.33610640527856983	0.6688110741893198
102	HOXB3	HOXA2	MEIS1	0.6179959664950493	-0.8253070301090515	0.19	6.018563426560583	0.9167318582358839	0.31	4.983300793207321	1.2531154321419864	0.45	4.16443907323228	0.9437635983629309	1.1482127051665842
103	HOXB3	HOXA5	HOXB6	0.48657112127000707	-0.29666473252393366	0.23	3.072910988047583	0.7315119394397253	0.37	2.4449383603405983	0.8166047863493819	0.54	1.1617352522460114	1.0846988693491038	0.8199606670884898
104	HOXB3	MAFB	SIX3	0.5456622187452342	-0.8348471722468289	0.2	4.337077169493466	0.867115122934252	0.31	4.310706795707813	0.9633756864067182	0.44	2.6811523486620294	0.653823536596863	1.0998760605452786
105	HOXB3	HOXA3	HOXA7	0.6163101453359225	-0.744242135250554	0.22	4.9370428543907625	1.20435001307583	0.36	6.1754365819768084	1.277073899948551	0.51	3.7843188661021174	1.7211910670755732	1.3861022288616636
106	DLX6	HOXA9	OLIG2	0.4777726424957188	0.9351398111226419	0.2	3.8434464995110242	0.790083174375352	0.33	3.629003061700761	0.6238595828285272	0.49	0.6506418119713442	0.6910861244390167	1.503353154769568
107	HOXB5	HOXA3	POU4F1	0.5499081942011584	-0.975165114071104	0.19	5.0856687209642395	0.838187425401381	0.31	4.404869674639408	0.6154797815570054	0.46	0.8325815744566071	0.7283406409673918	1.245132259402475
108	HOXA3	IRX1	SIX3	0.673019808225523	-0.8423023063197849	0.19	6.945963340969944	1.0423161861063348	0.31	6.029387661315378	1.212478236485322	0.46	4.326141136546633	0.7181013679715882	0.9396554311380378
109	HOXB5	HOXB7	HOXB8	0.8225304380165089	0.8574826270386254	0.21	9.705626045195746	1.1334581728922626	0.33	7.390519190952517	1.6542349342952507	0.48	6.9676827677385225	1.1393830357360941	0.8518077396581023
110	HOXB8	HOXB2	HOXB3	0.599101633815006	-0.6821985717081308	0.21	4.731750271283997	1.1881900188945458	0.34	6.082897206934565	1.4284457884305208	0.48	4.504339175122897	1.5927859442950116	1.60011061557698
111	HOXB5	HOXA13	HOXB7	0.6626336255667307	0.7951757487901896	0.19	7.013970780574517	1.1141537478462382	0.3	7.083398302346975	1.3931135480589871	0.43	5.636993744748254	0.8488365862060006	0.7604739507380134
112	HOXA3	NR5A2	SIX3	0.4671773015356636	-0.9189499882841439	0.19	4.247626106054179	0.798443684591051	0.3	4.311921068080126	0.6876382063706266	0.45	1.293665202030523	0.5105333554872313	0.9128711737641866
113	HOXB7	HOXB2	HOXB3	0.5944288305278345	-0.812166054186208	0.21	4.632084291995143	1.1688149781546249	0.34	5.867743185526156	1.240934695214337	0.5	3.214404040847262	1.5927859442950116	1.3536279381283376
114	HOXB6	HOXA3	PBX1	0.5013241475601798	-0.7582953313640668	0.19	4.705350721404545	0.9225476388854197	0.3	5.466101728483296	0.9908051244083076	0.43	3.2541483680397882	0.6997678234520612	1.2049754137291484
115	HOXB7	HOXA13	HOXB1	0.4860847212592115	0.8533368770397102	0.16	5.570829880019827	0.6322910937350771	0.26	3.878189452306236	1.05885412036129	0.37	4.707625496814636	0.47264686823467184	0.48722019452987064
116	HOXA13	HOXA3	HOXA5	0.4873602090580684	-0.826529203592635	0.22	3.2073115695246006	0.8476318506625087	0.36	3.478857171172853	0.6126846802534613	0.53	0.37344655981083985	1.9948770187157097	2.0220441351286857
117	HOXB7	HOXA13	LMX1B	0.5957782030914677	0.8510434578637328	0.18	6.600294820734208	0.816910606055848	0.29	4.912995098858179	1.291921048827402	0.42	4.892209667539474	0.6732686347919516	0.7161009259846218
118	HOXB6	GATA2	HOXA3	0.44786706582284186	-0.9085727107927792	0.19	3.8617547907395253	0.6632783662401281	0.31	3.036831643446946	0.6414122845059262	0.46	0.9974921525913477	0.4373263474159863	0.8978026168678261
119	HOXA3	HOXB8	IRX5	0.5723007447764764	0.8339289152325834	0.2	5.304610544438237	0.8171744856081276	0.32	4.208992797478947	0.8496143225929114	0.46	2.152937882298282	0.7378240389044168	1.0217461094234639
120	HOXB7	HOXB5	HOXB6	0.5318137164499074	-0.07022800089643758	0.24	3.6992364921173073	0.7932447965059211	0.39	2.8314400309788303	1.4691344640382313	0.58	4.14841308871671	1.8024343871573398	1.257655612208278
121	HOXA3	MEIS1	SIX3	0.6081863595438838	-0.9118583714532438	0.21	5.4549054448689365	0.966457895966197	0.35	4.859669964881264	0.7914137549603426	0.51	1.4319366424530933	0.9345160987138836	0.9911625115309657
122	HOXB6	HOXA3	TFCP2L1	0.3867410030192529	-0.8052196952135873	0.19	3.444104687032997	0.5927913684719537	0.3	2.801014676718583	0.6904347840732301	0.44	1.7070301185223193	0.5212773988633623	1.1967983382638043
123	HOXA9	MEIS1	POU4F1	0.4431864427403013	-0.9826392758798513	0.21	2.9985220707343427	0.6138619213991963	0.35	1.9928111533316757	0.5826556590076946	0.51	0.3440266293833839	0.9508646327119288	1.2052355084213286
124	HOXB6	HOXB2	NR5A1	0.5603998326339489	-0.9557226977890356	0.19	5.644079450364243	0.7586003314104235	0.29	4.291798191270567	0.6832378357266791	0.43	1.368687147814861	0.6266288823871262	1.0418035018380052
